,Age,Location,Phone Brand,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Gender_Male,Gender_Other,OS_iOS
288,45,1,7,2.2,13.9,221.0,16,3.9,6975,4.8,2.5,1767,0,0,1,0
289,35,0,4,1.3,34.1,155.0,128,5.8,735,0.8,2.4,1683,1,1,0,0
290,30,9,9,7.4,26.6,15.7,82,4.1,9911,3.2,3.8,1026,2,0,0,0
291,38,3,8,9.3,11.4,51.1,125,2.8,2430,0.9,4.5,637,0,1,0,0
292,52,3,7,8.2,14.1,128.6,53,4.1,7626,3.1,4.0,1477,2,0,0,0
293,37,4,9,5.7,42.7,287.5,114,0.6,1074,6.8,1.0,273,2,0,0,0
294,20,4,2,5.2,10.2,287.1,169,6.0,479,6.1,4.2,1184,0,0,1,0
295,47,1,4,5.5,42.2,97.5,147,1.0,6769,7.5,2.7,1703,0,0,1,0
296,34,6,1,3.7,11.1,122.3,99,5.8,1387,5.6,3.5,1431,1,1,0,0
297,38,2,0,10.8,16.6,54.1,53,4.1,4632,5.2,1.7,1522,2,0,1,1
298,41,0,0,11.9,39.3,32.5,52,5.0,4009,7.0,1.8,1491,0,1,0,1
299,39,5,8,3.4,18.7,141.4,165,2.9,623,7.6,3.3,1426,0,0,0,0
300,53,6,3,11.1,31.4,160.3,10,0.8,1086,6.7,2.2,1074,0,1,0,0
301,50,0,7,7.0,37.5,250.4,49,4.2,7733,7.8,1.5,1621,3,0,0,0
302,16,1,5,2.1,7.4,279.6,188,0.7,1474,3.9,0.2,1344,1,1,0,0
303,25,1,4,5.7,4.6,279.5,88,3.0,9903,3.8,2.6,1330,1,0,1,0
304,41,1,6,4.7,12.3,132.9,169,3.3,5953,7.5,2.6,415,0,0,1,0
305,46,4,0,2.1,22.3,210.7,154,3.7,8014,1.5,2.7,984,4,0,0,1
306,29,1,4,3.0,46.4,244.8,59,1.9,6411,4.3,1.3,219,0,1,0,0
307,49,7,6,1.9,22.2,127.2,12,4.6,7979,2.3,4.3,618,2,0,0,0
308,50,3,7,10.9,15.0,238.0,56,1.7,605,4.3,4.4,1051,3,0,0,0
309,25,1,3,6.2,22.1,91.1,110,1.4,6597,2.1,3.7,912,3,1,0,0
310,36,8,7,6.9,18.3,255.5,63,4.8,7078,5.8,2.9,1016,4,0,0,0
311,21,0,5,6.7,24.6,181.5,53,1.7,2344,3.5,3.0,712,4,0,1,0
312,45,1,4,10.6,27.0,236.0,44,1.9,3040,1.2,2.5,1564,0,1,0,0
313,60,5,2,2.5,37.8,162.4,103,1.9,4389,5.5,2.2,1217,4,1,0,0
314,22,4,5,1.2,34.9,34.7,39,2.0,8410,2.3,4.2,1723,1,0,1,0
315,35,5,8,11.7,5.2,100.0,96,1.7,4499,3.8,3.0,1197,1,1,0,0
316,50,4,8,6.6,44.5,288.4,126,4.1,1187,6.5,0.0,437,2,0,1,0
317,20,9,6,11.0,38.4,16.6,117,1.2,7812,1.6,4.7,975,1,1,0,0
318,41,2,2,11.3,46.3,169.2,61,5.1,6348,3.8,0.9,975,1,0,1,0
319,40,6,7,9.3,23.2,159.0,83,5.2,9889,1.3,2.2,931,3,0,0,0
320,27,9,8,5.1,36.5,56.9,151,2.3,6454,4.2,4.4,358,1,0,1,0
321,52,6,9,5.1,16.6,10.2,109,1.7,9210,3.1,2.7,575,2,1,0,0
322,30,9,7,2.9,22.9,160.6,79,2.0,2543,1.1,1.5,1970,1,1,0,0
323,49,1,2,9.2,7.3,167.0,175,1.3,3303,3.4,0.5,415,4,0,0,0
324,59,0,1,3.8,23.4,223.8,82,0.7,1029,2.5,4.9,1270,4,1,0,0
325,16,1,8,3.0,48.6,117.7,131,5.2,4244,2.3,2.6,727,3,0,0,0
326,47,9,0,2.2,37.2,98.8,86,4.3,1185,2.3,3.3,512,1,0,1,1
327,39,7,0,1.9,20.2,279.8,24,4.5,6119,3.7,4.2,1185,4,0,1,1
328,19,3,3,1.1,29.9,98.1,69,2.5,5432,7.6,2.7,792,2,0,0,0
329,40,6,4,9.1,37.3,138.2,154,1.4,643,6.2,4.4,1581,2,0,0,0
330,35,8,8,3.9,22.0,144.5,164,1.1,865,1.9,3.3,1716,0,0,1,0
331,25,0,8,11.0,47.9,265.7,64,2.7,4924,3.2,2.0,1812,1,0,0,0
332,50,9,1,5.7,49.1,252.0,166,5.9,5660,2.3,4.6,1615,2,0,0,0
333,25,9,8,4.8,32.1,216.9,146,2.0,6665,3.3,4.2,481,0,0,1,0
334,45,9,5,1.6,24.8,74.7,138,3.3,2012,7.5,2.8,1546,0,0,0,0
335,51,0,5,4.0,29.4,27.7,150,3.1,3873,2.6,4.3,1966,1,1,0,0
336,34,3,2,5.3,34.4,176.7,135,5.1,5017,5.4,4.6,625,1,1,0,0
337,59,2,5,11.5,46.7,233.0,23,3.0,7990,8.0,4.5,730,3,0,0,0
338,58,4,6,11.4,11.1,78.9,77,3.9,7072,4.7,0.8,797,4,1,0,0
339,35,1,5,10.1,10.0,248.8,136,3.6,7334,1.4,1.0,1638,2,1,0,0
340,24,3,7,5.1,12.6,120.7,19,5.9,1546,1.4,4.8,704,3,0,1,0
341,59,1,8,8.1,11.5,261.4,178,1.1,2371,8.0,0.4,769,0,0,1,0
342,36,6,3,10.3,2.8,90.2,55,1.7,4561,2.9,0.6,111,2,0,0,0
343,50,8,9,9.5,41.5,48.5,174,2.8,9353,2.4,3.9,655,3,1,0,0
344,51,7,2,9.9,46.4,245.5,77,4.7,1239,2.3,2.5,1041,4,0,0,0
345,31,1,6,4.2,34.3,228.0,170,2.7,9848,7.9,1.9,1375,0,0,1,0
346,38,9,8,11.9,22.9,13.2,168,4.7,3302,5.9,2.3,113,2,1,0,0
347,47,2,6,4.3,27.9,34.3,92,2.8,3132,5.4,3.4,665,4,1,0,0
348,58,9,9,3.0,17.6,165.5,68,1.1,6788,1.8,2.2,868,0,0,1,0
349,41,4,3,7.7,22.0,194.3,31,1.1,6911,5.3,0.7,207,3,0,1,0
350,35,3,2,8.1,31.1,62.1,42,5.3,4995,5.3,0.3,221,1,1,0,0
351,34,0,2,6.4,27.2,193.5,83,2.4,571,2.5,2.6,426,2,1,0,0
352,17,1,1,11.7,40.2,252.0,142,3.9,8459,6.5,2.1,417,0,1,0,0
353,57,2,8,5.1,29.4,103.5,13,1.7,5617,1.5,2.4,360,2,1,0,0
354,22,8,9,7.6,38.4,73.9,89,5.0,639,6.0,2.9,1976,1,1,0,0
355,54,9,0,6.4,41.0,114.8,20,5.5,5010,3.7,1.1,653,3,1,0,1
356,46,9,3,11.5,33.3,53.7,179,5.2,3928,5.7,2.5,389,1,0,1,0
357,25,6,8,5.8,6.7,66.9,21,1.5,1121,4.9,0.8,1888,4,0,0,0
358,31,5,0,9.6,15.1,218.8,19,3.2,578,1.2,2.2,1037,4,0,1,1
359,47,9,4,2.7,44.9,279.4,108,3.6,7854,3.8,1.3,211,3,1,0,0
360,53,4,3,11.7,34.3,210.6,63,3.4,7823,4.3,4.0,1375,0,0,0,0
361,43,3,0,10.0,47.5,88.8,151,5.3,1875,1.8,3.8,181,1,0,0,1
362,49,1,9,5.5,15.1,285.1,116,3.2,3253,7.1,4.2,247,3,0,0,0
363,31,6,8,8.6,42.5,290.1,182,1.7,4949,1.5,4.5,326,2,0,0,0
364,59,5,3,5.3,7.0,292.6,121,4.6,3150,2.1,3.3,113,3,0,1,0
365,59,1,4,9.7,45.2,70.1,48,5.9,5121,6.7,2.5,681,2,0,1,0
366,27,8,8,9.3,12.3,111.6,110,5.9,9661,5.3,1.5,1634,4,1,0,0
367,56,6,9,4.1,29.5,59.4,95,6.0,4047,6.6,0.6,898,3,1,0,0
368,19,3,8,6.5,11.9,167.3,92,4.1,1710,2.7,2.2,295,0,0,1,0
369,32,3,6,2.9,7.7,101.2,98,2.3,4794,7.4,4.4,1300,3,0,0,0
370,49,4,4,7.2,3.6,200.6,43,4.6,1912,3.8,0.3,1150,3,0,0,0
371,44,2,9,4.0,46.0,233.3,28,5.3,7252,6.3,3.1,1371,1,0,1,0
372,50,8,3,5.7,8.3,28.0,11,2.3,2500,6.2,4.8,322,1,0,1,0
373,56,3,2,1.2,1.9,27.8,103,2.1,889,3.9,0.4,1231,4,0,0,0
374,25,5,1,3.1,19.9,222.7,198,2.9,2628,2.0,3.4,1860,0,0,1,0
375,21,3,3,11.8,10.3,144.3,124,5.0,3120,0.8,2.5,1012,0,1,0,0
376,32,6,5,9.0,7.1,70.1,140,4.7,2214,7.4,1.7,789,0,0,0,0
377,39,4,3,8.3,36.4,245.8,77,2.8,9856,4.6,1.9,229,3,1,0,0
378,48,8,4,8.5,20.9,184.1,78,2.1,8186,7.2,3.3,188,2,0,0,0
379,28,4,8,10.0,2.7,104.9,66,0.6,4988,4.0,1.5,1802,3,0,1,0
380,50,5,4,10.3,3.4,231.7,80,2.7,1729,4.6,1.0,1280,1,1,0,0
381,42,6,6,3.1,30.0,212.0,68,5.3,3228,5.9,0.0,539,3,0,0,0
382,57,8,4,4.7,8.2,193.8,186,1.5,8126,2.8,0.1,764,1,0,1,0
383,23,3,9,10.7,36.7,252.5,84,1.2,1654,4.6,1.6,1798,3,1,0,0
384,38,1,7,4.2,33.6,15.6,193,4.3,7485,0.6,0.6,678,3,1,0,0
385,57,0,3,11.6,10.1,29.5,61,5.8,1623,6.1,1.6,1401,1,1,0,0
386,16,5,4,1.8,8.4,127.0,200,2.5,7755,3.6,2.2,1845,2,0,1,0
387,35,6,3,2.2,4.6,216.6,27,4.4,6755,4.6,4.7,1298,0,0,1,0
388,41,1,7,5.4,36.7,269.3,55,2.4,8944,6.7,1.5,1954,2,1,0,0
389,42,6,8,7.4,42.1,203.1,39,2.6,947,1.7,2.8,208,1,1,0,0
390,55,2,3,1.7,46.6,14.2,77,4.4,5200,7.4,2.3,983,4,1,0,0
391,26,8,8,4.3,22.4,82.4,18,5.8,2430,3.4,0.0,1075,1,0,1,0
392,49,1,4,3.9,11.0,151.1,57,2.9,8521,4.6,3.6,609,2,0,0,0
393,26,3,5,9.0,16.1,290.8,181,1.9,9051,3.6,1.0,222,0,0,1,0
394,36,2,7,10.8,5.3,52.5,125,3.8,9878,6.6,4.1,1476,3,0,1,0
395,38,5,6,3.8,39.1,201.5,162,4.1,5268,1.0,1.7,1816,3,0,0,0
396,48,3,7,9.2,36.9,105.4,172,3.3,5567,6.4,1.5,887,3,0,1,0
397,17,9,7,3.4,47.4,76.0,24,1.6,4666,7.8,3.6,269,2,0,1,0
398,20,1,2,9.2,35.7,130.7,60,2.0,7998,5.7,0.7,847,1,1,0,0
399,16,7,1,10.5,11.1,264.7,13,5.8,3720,3.5,4.8,241,4,1,0,0
400,43,4,1,2.8,20.7,54.1,22,2.5,577,5.3,3.7,1416,3,1,0,0
401,58,8,0,7.7,2.6,255.0,127,2.1,9817,2.4,3.9,1651,1,1,0,1
402,60,4,6,8.4,11.8,291.5,171,0.6,7149,5.5,1.8,1646,4,0,0,0
403,39,9,1,4.3,31.7,145.2,101,3.3,9156,2.9,4.4,512,2,1,0,0
404,56,7,7,8.2,24.9,73.5,97,1.5,2913,7.7,0.9,249,0,0,1,0
405,35,6,8,8.7,36.8,77.4,130,3.8,8845,3.5,2.0,1647,1,0,1,0
406,35,0,2,7.5,43.1,283.8,46,1.5,6544,3.9,3.3,1016,2,0,0,0
407,34,8,1,5.9,21.8,167.3,16,2.5,1327,2.5,4.4,590,4,0,1,0
408,30,0,6,11.2,17.6,223.4,146,1.0,669,6.2,2.4,1823,0,0,0,0
409,50,1,4,10.6,47.5,36.5,139,3.4,6123,2.4,4.1,236,3,1,0,0
410,32,5,0,11.3,16.4,78.6,61,1.7,4370,1.3,4.9,939,3,0,0,1
411,53,4,3,11.5,39.3,167.8,191,3.2,7747,6.5,1.5,1346,1,1,0,0
412,46,1,5,4.0,20.6,79.6,109,5.0,2540,1.1,0.7,361,3,0,1,0
413,56,4,3,4.5,1.9,149.0,25,2.7,4827,1.1,0.8,362,2,0,0,0
414,54,7,0,11.7,21.6,143.2,55,3.4,4023,6.3,1.3,1656,2,0,0,1
415,55,0,4,10.8,46.0,20.8,37,4.0,2232,1.0,2.0,191,1,0,0,0
416,55,6,0,2.9,17.9,12.6,28,2.4,5844,7.3,2.9,1512,3,0,0,1
417,53,4,8,11.4,3.6,196.3,11,5.4,346,2.6,0.3,1078,3,1,0,0
418,44,9,9,4.6,9.6,239.9,91,1.4,6773,4.1,2.7,535,1,0,1,0
419,30,9,8,11.7,34.4,9.5,115,3.3,892,5.9,4.2,1639,0,0,1,0
420,54,6,1,7.2,23.3,128.5,24,4.9,4910,2.6,2.1,1880,2,0,0,0
421,20,9,9,5.3,22.3,196.6,18,5.3,108,3.6,1.3,390,1,0,0,0
422,49,3,7,6.6,23.5,203.0,199,4.4,4380,2.2,4.8,1866,2,0,0,0
423,32,6,3,5.9,6.0,234.2,121,5.5,5403,0.8,2.1,631,0,0,0,0
424,39,3,4,11.4,17.4,29.6,66,5.1,9783,4.8,0.3,995,1,0,0,0
425,58,2,4,3.8,28.0,190.5,99,3.9,1943,7.4,0.9,524,4,1,0,0
426,33,5,0,7.7,18.7,189.4,109,1.8,8766,5.1,1.6,1212,2,0,0,1
427,37,2,1,7.8,13.2,190.0,31,5.1,7441,3.4,0.3,705,1,0,0,0
428,42,3,4,5.4,48.3,280.7,23,3.5,8797,6.3,1.3,1786,4,0,0,0
429,28,6,4,9.1,25.4,128.5,43,2.5,8489,7.6,1.3,1664,2,0,1,0
430,56,1,3,2.5,6.0,173.2,42,5.6,5271,6.8,2.9,829,1,0,0,0
431,50,7,0,4.6,18.2,216.6,191,2.4,6884,6.9,4.4,1998,0,0,1,1
432,35,0,9,1.6,22.1,28.6,190,2.8,7460,4.4,4.8,1960,4,0,1,0
433,49,1,4,7.5,46.3,107.6,154,3.3,2252,5.9,3.7,331,0,0,1,0
434,21,6,1,4.6,28.4,99.4,103,0.9,1233,4.6,1.1,1317,2,0,0,0
435,38,1,8,3.2,25.2,66.9,121,1.1,8121,1.6,3.4,1469,1,1,0,0
436,52,6,6,9.5,9.5,174.6,86,0.7,5434,6.8,3.1,1012,1,0,1,0
437,58,4,7,5.7,10.2,265.4,125,3.9,4095,7.8,4.0,1418,1,0,1,0
438,21,2,1,8.8,47.9,46.6,73,1.0,2018,4.8,2.4,119,0,0,1,0
439,17,9,4,4.8,33.8,12.4,86,2.4,4220,4.2,1.2,1524,3,1,0,0
440,21,6,4,11.6,23.3,100.6,13,2.6,8849,5.4,0.1,327,2,1,0,0
441,27,0,1,10.3,3.3,117.3,123,1.7,6088,6.9,3.8,1388,4,0,0,0
442,35,7,4,7.4,10.7,219.6,76,1.0,7666,5.5,2.5,1563,4,0,1,0
443,58,7,9,2.5,26.2,119.4,138,1.6,2361,3.4,2.0,572,0,1,0,0
444,19,9,8,9.5,36.6,223.8,34,5.3,3685,2.0,0.1,1092,3,0,1,0
445,17,8,9,6.5,33.8,214.7,40,1.7,2733,3.1,4.4,229,3,1,0,0
446,51,1,7,3.0,13.2,141.3,130,2.9,2055,3.2,4.8,781,0,0,1,0
447,50,1,3,5.2,38.2,180.7,95,2.2,2231,2.7,1.8,1691,3,0,0,0
448,52,1,9,11.3,34.8,63.6,52,2.3,270,4.8,3.7,1891,2,1,0,0
449,19,7,2,9.6,40.5,5.7,13,5.3,1440,5.4,1.2,1808,3,0,1,0
450,44,4,3,10.5,10.5,44.2,34,4.9,5127,3.0,4.9,1542,0,0,1,0
451,52,4,4,5.3,18.9,179.1,83,4.0,9700,4.2,4.8,596,3,0,1,0
452,47,9,7,10.8,7.1,260.0,111,0.6,6423,5.2,3.3,1346,4,1,0,0
453,48,1,9,11.1,25.3,11.1,123,2.9,3183,6.8,2.7,222,2,0,1,0
454,60,1,4,7.4,43.3,44.4,121,1.9,2644,2.6,4.5,941,3,0,0,0
455,60,1,4,6.3,12.5,277.4,82,5.3,4728,4.5,2.6,1237,4,0,1,0
456,60,0,1,2.2,2.7,289.4,152,1.3,1658,7.2,2.4,310,1,0,1,0
457,22,1,6,3.8,33.3,162.0,104,0.8,3717,1.2,2.5,258,3,1,0,0
458,57,1,7,10.9,10.2,282.0,27,1.0,7920,4.3,4.3,1209,3,0,1,0
459,55,7,9,9.4,44.6,105.8,83,2.1,6577,6.4,3.5,1302,2,1,0,0
460,15,7,2,1.7,38.8,114.5,164,2.0,7945,1.5,4.7,1965,3,1,0,0
461,17,6,5,10.2,15.4,22.6,47,3.2,2373,4.4,2.9,1751,2,1,0,0
462,21,0,2,5.2,38.6,256.8,79,2.5,8420,5.2,4.5,661,1,1,0,0
463,51,8,8,11.2,13.8,218.5,117,0.8,3796,1.3,1.4,436,4,1,0,0
464,16,5,8,4.5,9.7,207.6,188,1.7,9777,2.4,3.2,1864,4,0,0,0
465,38,2,2,6.3,2.9,174.6,181,2.3,3065,5.8,2.5,187,0,1,0,0
466,59,8,6,7.7,10.8,135.7,164,4.4,8654,1.3,1.3,1879,0,0,0,0
467,17,8,2,2.7,33.6,82.2,33,1.2,4740,6.5,4.3,302,1,0,1,0
468,48,9,4,9.5,46.0,182.2,43,4.3,4360,3.0,0.3,1106,1,0,0,0
469,40,1,6,9.0,14.8,176.3,124,2.0,9648,5.5,2.0,1826,2,1,0,0
470,15,3,8,7.9,14.9,286.8,133,5.7,6467,3.4,2.6,113,0,1,0,0
471,48,7,4,6.7,47.5,257.2,66,3.5,4684,1.9,4.3,276,3,0,1,0
472,22,1,8,10.3,13.9,84.8,80,2.0,2648,1.8,2.2,108,2,0,1,0
473,33,1,2,2.4,37.2,200.4,186,0.6,649,7.8,2.7,1255,3,0,1,0
474,41,2,8,5.4,13.2,193.3,86,5.2,1532,2.2,2.2,747,1,1,0,0
475,24,1,3,10.7,33.8,249.8,194,4.8,7645,0.8,4.5,400,2,0,0,0
476,44,1,0,6.2,19.8,43.8,159,2.7,3657,2.7,2.7,623,4,1,0,1
477,54,2,8,7.9,39.3,246.7,76,2.9,5627,5.0,1.8,1051,2,1,0,0
478,42,5,7,9.5,25.0,121.5,152,1.3,420,6.8,2.1,124,4,0,0,0
479,27,4,4,10.1,34.7,257.3,17,4.8,2035,6.6,0.3,1064,4,0,0,0
480,47,9,1,4.1,31.2,46.0,190,2.1,652,1.5,1.1,1365,3,1,0,0
481,18,0,8,11.4,7.2,206.2,134,4.4,9133,2.3,4.5,1304,2,1,0,0
482,42,6,4,1.9,48.7,76.7,20,4.9,2960,7.4,0.9,626,4,1,0,0
483,44,1,6,10.2,21.2,171.3,90,5.3,9922,1.6,0.9,1865,3,1,0,0
484,25,2,5,2.2,45.7,102.4,93,3.7,8815,5.5,2.0,1228,3,1,0,0
485,29,0,0,8.8,22.9,77.0,166,4.7,3383,6.4,4.7,1569,2,0,1,1
486,45,3,2,8.4,10.3,296.4,120,1.2,2042,2.6,1.1,1796,0,0,0,0
487,48,9,1,5.9,45.3,13.9,21,4.6,3650,6.7,4.3,623,4,0,1,0
488,53,3,6,9.3,3.0,246.7,23,3.7,6511,1.8,0.7,751,1,0,1,0
489,17,1,4,3.8,2.4,296.7,87,5.7,543,5.1,1.7,842,1,0,0,0
490,57,3,0,5.9,34.9,149.6,37,2.0,9041,2.5,2.0,787,0,1,0,1
491,34,7,6,10.4,42.9,217.7,62,1.5,4715,7.1,0.1,1010,4,1,0,0
492,21,2,5,11.0,28.7,223.3,151,4.7,2597,7.9,3.9,1318,1,0,0,0
493,31,9,8,1.2,12.0,297.8,107,3.1,3584,1.5,4.8,1722,2,1,0,0
494,28,1,1,6.5,7.3,38.4,49,4.0,1975,6.8,0.8,1617,1,0,1,0
495,22,9,7,11.8,42.9,284.4,165,0.8,2874,2.2,3.4,779,4,0,1,0
496,41,1,8,5.8,37.5,220.3,154,0.7,1188,1.3,0.3,655,2,0,1,0
497,29,8,1,10.0,11.3,212.1,24,1.0,6311,5.3,3.7,1032,1,0,0,0
498,48,4,8,4.5,49.6,280.6,143,3.5,5536,2.3,1.9,126,3,0,0,0
499,60,6,9,5.9,34.7,280.4,165,3.1,1431,3.8,1.6,1500,2,0,1,0
500,32,4,5,8.7,46.0,196.7,144,3.6,2781,0.9,1.7,953,2,1,0,0
501,39,0,3,11.1,25.3,116.6,79,1.4,8748,6.1,3.4,1726,4,0,0,0
502,55,8,9,1.7,29.2,286.8,199,4.8,1413,4.9,1.9,620,3,0,0,0
503,18,9,7,2.0,21.4,118.3,195,2.2,8432,1.5,4.4,1158,3,1,0,0
504,47,9,9,9.9,34.5,52.0,65,5.0,5601,2.9,2.9,219,0,0,1,0
505,57,9,6,5.0,22.6,123.6,14,5.7,3600,7.1,1.3,1747,1,0,1,0
506,43,3,8,7.8,43.9,98.6,46,5.2,8911,1.4,1.3,206,2,0,1,0
507,52,6,8,7.5,2.5,297.4,47,1.7,3932,1.9,0.7,108,4,1,0,0
508,32,5,3,8.6,39.2,228.2,37,3.4,6050,6.3,3.0,866,1,0,0,0
509,50,4,5,7.1,26.6,114.7,84,5.8,2330,2.9,3.3,1476,0,1,0,0
510,18,9,1,6.9,19.4,113.4,159,3.8,2399,4.9,2.2,912,0,1,0,0
511,58,4,4,11.3,43.6,217.3,191,5.5,916,5.6,2.3,1066,0,0,1,0
512,17,9,4,1.2,36.5,235.3,19,4.3,157,3.5,2.4,466,1,1,0,0
513,29,0,3,2.1,40.3,265.6,104,3.6,8464,3.1,2.5,1061,1,0,0,0
514,17,5,7,11.7,28.2,59.9,155,1.6,5046,7.3,1.5,634,4,1,0,0
515,60,0,8,1.3,28.3,175.2,174,1.7,9817,0.7,0.2,956,0,1,0,0
516,53,3,5,10.9,22.7,30.8,196,2.1,223,5.1,1.9,994,3,1,0,0
517,31,2,9,2.9,26.0,121.8,179,2.1,5628,4.8,1.2,1163,4,0,1,0
518,36,9,3,5.0,45.0,242.9,136,1.0,1087,6.3,4.1,1721,4,0,0,0
519,38,1,2,6.3,22.9,106.2,184,2.8,7458,2.3,1.2,1993,3,0,0,0
520,23,1,8,9.6,7.8,215.5,162,1.5,4889,5.5,2.4,1850,4,1,0,0
521,20,6,5,8.6,19.7,166.8,23,1.9,7714,1.2,2.1,388,3,1,0,0
522,49,3,6,4.1,46.5,65.6,178,1.1,7339,4.8,4.4,573,3,0,1,0
523,50,6,1,9.3,47.2,226.1,51,4.1,9106,5.3,0.3,385,2,1,0,0
524,41,0,2,9.7,14.0,166.7,173,5.5,1204,4.9,3.0,1268,2,1,0,0
525,43,2,2,10.6,6.6,286.4,13,3.5,3291,3.4,3.2,1030,4,0,1,0
526,15,3,4,11.8,37.8,176.1,10,4.6,4886,4.5,4.0,1298,3,0,1,0
527,15,9,3,11.6,30.5,82.4,38,0.7,2083,2.0,1.4,1969,0,0,0,0
528,18,5,0,3.4,34.7,166.7,123,4.8,3933,3.1,3.2,292,1,0,1,1
529,57,4,0,7.4,6.1,121.0,198,4.6,2980,6.4,1.1,796,4,0,0,1
530,19,0,8,2.6,11.2,231.9,121,3.1,2408,5.3,4.4,479,4,0,0,0
531,37,8,9,1.9,34.6,105.6,100,4.1,3822,4.9,0.7,601,1,0,1,0
532,28,4,5,6.7,42.3,277.0,140,1.6,7891,2.7,3.4,482,4,0,0,0
533,28,2,2,7.9,23.3,66.2,134,0.7,8992,1.5,1.9,755,2,0,1,0
534,34,4,9,4.3,36.0,67.8,37,3.7,830,7.2,0.5,277,1,1,0,0
535,41,2,4,2.0,14.2,283.3,132,5.8,2168,5.5,5.0,1735,1,0,0,0
536,54,1,5,7.1,11.4,16.9,198,5.5,2112,4.0,0.9,1047,0,0,0,0
537,17,3,0,2.9,34.6,118.2,155,2.5,3928,7.3,1.0,788,3,0,0,1
538,18,6,1,3.2,41.1,64.8,154,4.0,5834,3.1,1.1,467,3,0,0,0
539,26,3,3,11.6,27.0,138.8,66,0.5,6429,5.2,4.0,622,3,0,0,0
540,40,8,0,10.1,17.6,32.7,188,4.1,1672,3.9,4.7,988,0,1,0,1
541,48,9,8,4.8,13.7,184.6,127,1.0,3945,7.1,2.4,1234,2,0,1,0
542,60,2,6,10.2,17.6,237.1,136,4.6,9842,6.1,2.3,1358,1,0,1,0
543,26,5,9,11.5,28.2,31.4,49,1.2,9052,5.1,2.8,1087,1,1,0,0
544,20,3,5,8.7,16.3,238.9,164,3.4,9468,8.0,1.2,776,2,0,1,0
545,44,9,2,1.0,15.6,184.6,142,1.7,2004,7.2,1.4,770,3,0,1,0
546,56,0,4,7.2,39.1,92.5,45,2.1,7871,1.9,1.2,188,0,1,0,0
547,44,0,9,3.9,50.0,59.9,16,2.4,2919,3.2,1.4,1465,1,1,0,0
548,44,7,4,7.8,2.6,219.3,159,1.7,1356,1.1,3.4,1265,0,1,0,0
549,31,1,6,8.3,37.2,20.1,14,1.7,4912,4.7,4.1,288,2,1,0,0
550,25,6,4,1.8,31.0,192.4,41,2.3,8874,1.5,2.3,742,2,0,1,0
551,28,8,9,6.9,37.8,139.4,129,6.0,4585,6.9,5.0,1654,1,0,0,0
552,16,1,9,8.9,9.4,84.0,161,2.9,1439,1.2,3.8,1348,1,1,0,0
553,54,5,2,10.6,7.8,235.8,43,3.0,4052,5.2,4.6,1026,4,1,0,0
554,23,0,4,4.0,14.5,220.4,163,5.1,7160,3.6,4.4,406,1,1,0,0
555,17,3,9,4.9,5.8,290.2,60,1.8,8701,4.7,1.0,1047,3,1,0,0
556,46,9,1,2.3,45.8,176.4,42,0.7,9715,5.2,1.4,1731,2,0,1,0
557,45,6,2,8.2,18.5,210.8,132,4.4,7666,5.0,4.6,465,4,0,1,0
558,33,4,5,6.5,2.0,164.2,125,3.9,4491,0.6,3.0,1524,2,0,0,0
559,32,7,0,2.5,33.5,249.3,71,3.1,2776,6.9,1.1,254,4,0,0,1
560,44,4,6,8.7,25.7,161.6,90,2.7,8409,5.9,3.9,995,4,0,0,0
561,48,6,1,8.3,46.1,228.1,53,5.1,7165,6.7,1.3,440,4,1,0,0
562,49,2,2,9.8,13.4,279.0,41,1.0,779,6.4,3.2,1578,1,1,0,0
563,30,3,1,4.2,39.4,245.9,182,4.8,3158,3.7,3.9,337,0,0,1,0
564,42,9,6,5.7,36.2,157.7,67,2.6,1587,4.2,5.0,451,0,0,1,0
565,24,2,1,2.2,4.7,142.2,55,2.0,749,2.2,3.0,1115,1,0,0,0
566,56,8,3,4.4,4.1,238.8,44,1.9,9670,6.0,4.8,222,3,0,0,0
567,55,0,6,7.1,7.9,289.8,21,2.9,1557,3.2,2.9,1804,4,0,1,0
568,57,9,2,9.1,48.7,154.1,111,4.2,5269,5.3,4.0,1551,2,1,0,0
569,26,3,4,3.6,7.6,189.7,33,4.9,9529,6.7,0.1,252,4,0,1,0
570,21,6,7,11.3,37.4,150.9,20,4.1,8841,4.7,1.3,1715,0,0,0,0
571,37,2,6,5.8,37.2,231.1,167,3.0,5057,2.5,0.1,507,3,0,0,0
572,19,6,5,7.8,23.6,175.8,184,2.5,7388,5.0,0.7,845,0,0,1,0
573,47,5,2,1.3,14.4,210.0,12,2.5,6467,1.6,4.6,1007,4,0,1,0
574,24,0,5,4.4,18.7,84.5,179,5.9,272,1.4,1.7,1207,0,0,1,0
575,19,6,5,2.9,17.1,222.0,145,5.3,5803,1.5,3.5,1377,2,0,1,0
576,33,1,3,9.6,30.9,61.7,100,3.1,5328,7.6,1.4,385,3,0,0,0
577,28,1,6,11.8,19.6,26.2,170,4.6,6522,6.7,4.4,1108,0,0,1,0
578,57,5,0,8.8,15.2,94.6,33,2.9,9241,6.4,4.4,1817,4,1,0,1
579,33,3,6,9.3,14.3,228.8,157,3.7,7741,6.0,0.1,125,0,1,0,0
